   6.9027996e+00  -2.2210221e+00   1.0000000e+00
  -4.3075827e+00   2.8112597e+00   1.0000000e+00
   6.7183667e+00  -1.6981619e+00   1.0000000e+00
  -8.0407810e+00  -2.4324481e+00   1.0000000e+00
   6.9527008e+00  -1.2370895e+00   1.0000000e+00
   9.8045676e+00  -2.8644115e+00   1.0000000e+00
  -1.8402391e+00   4.6959140e+00  -1.0000000e+00
  -3.0721383e+00   8.7305816e+00   1.0000000e+00
   2.4388462e+00   4.6543176e-01  -1.0000000e+00
   4.0981395e+00  -8.2328506e-01   1.0000000e+00
  -4.9768683e-01   3.1585037e-01  -1.0000000e+00
  -6.1818731e+00   6.4072398e-02  -1.0000000e+00
  -9.8149227e-01   2.3289562e+00  -1.0000000e+00
   5.5343396e+00  -2.0806102e+00   1.0000000e+00
   6.1124388e+00  -2.4684808e+00   1.0000000e+00
  -1.1900543e+00   5.7760342e+00   1.0000000e+00
   8.2496246e+00  -3.3744119e+00   1.0000000e+00
   5.5291040e+00  -6.9416618e-01   1.0000000e+00
   4.5696977e+00   6.3533793e-01  -1.0000000e+00
   5.7449790e+00  -2.7753733e-01   1.0000000e+00
  -2.9702107e+00   6.8433496e+00   1.0000000e+00
   7.5377010e+00  -1.9511434e+00   1.0000000e+00
   1.5119455e+00   4.0978861e+00  -1.0000000e+00
  -2.4129850e+00   6.2754427e+00  -1.0000000e+00
   6.0415172e-01  -2.6828420e+00  -1.0000000e+00
   2.8034147e+00   9.8000068e-01  -1.0000000e+00
  -5.4013747e+00  -9.3712070e-01  -1.0000000e+00
   1.0364652e-02   6.5474373e+00  -1.0000000e+00
   7.0705373e+00  -3.2242261e+00   1.0000000e+00
   7.2639931e+00  -6.1735463e-01   1.0000000e+00
   4.2022020e+00  -1.4669526e+00   1.0000000e+00
  -4.7108687e+00   3.7295576e+00  -1.0000000e+00
  -4.5287630e+00   5.2235091e+00  -1.0000000e+00
   5.0926642e+00  -1.1659551e+00   1.0000000e+00
   5.6546589e+00  -2.0908924e+00   1.0000000e+00
   9.0688370e+00  -2.4008894e+00   1.0000000e+00
  -3.7688805e+00   2.3890534e+00   1.0000000e+00
  -6.2100707e+00   6.1871591e+00   1.0000000e+00
  -3.1406259e+00  -2.8590407e-01  -1.0000000e+00
   7.7384665e+00  -3.0769668e+00   1.0000000e+00
   8.3125684e+00  -5.5409191e-01   1.0000000e+00
  -1.0011877e+00   3.6101340e+00  -1.0000000e+00
  -8.5823682e+00   3.7031233e+00   1.0000000e+00
   1.0638314e+01  -3.5593934e+00   1.0000000e+00
  -4.8000078e+00   9.7265443e-02  -1.0000000e+00
   2.8702252e+00  -1.7735320e+00   1.0000000e+00
   2.6870731e+00   1.8102138e-01  -1.0000000e+00
  -6.2878073e+00   1.9493273e+00   1.0000000e+00
   4.4999720e+00   4.7698233e+00  -1.0000000e+00
   9.7402595e+00   4.3445074e+00  -1.0000000e+00
  -1.0682107e+01  -8.7394971e-01   1.0000000e+00
   1.0668614e+00   3.8548036e+00  -1.0000000e+00
